id,package,domain,job_family,tier,V,R,wave,raters,recommendation,S1,S2,S3,U1,U2,U3,Q1,Q2,Q3,Q4,R1,R2,R3,H1,H2,G1,G2,G3,G4,capabilities,experts,evidence_level,confidence,one_liner
"fs/fund-admin/variance-commentary","anthropics/financial-services","finance","差异分析","B","60.8","94.0","W1","1","rewrite","3","2","3","2","3","4","3","4","4","1","5","4","5","4","4","pass","pass","pass","pass","upload connector:other","finance","E2","med","对超阈值的损益与资产负债行写出基于活动的驱动因素说明"
"kwp/small-business/smb-router","anthropics/knowledge-work-plugins","other","路由编排","B","60.8","52.0","W2","1","reference","2","3","3","5","1","2","3","5","4","1","3","1","4","5","5","pass","pass","pass","pass","profile artifact","other","E2","med","读取业务档案，把店主的模糊请求路由到最合适的单个技能或链路命令，并做连接器感知降级"
"mkt/events","coreyhaines31/marketingskills","marketing","活动营销","B","60.6","84.0","W1","1","rewrite","3","3","3","2","3","3","4","3","2","3","5","3","4","4","4","pass","pass","pass","pass","artifact profile connector:crm","marketing sales","E2","med","按主办/赞助/演讲/参会四角色规划活动，强调会前约见、24-48 小时跟进与按管道计量"
"fs/private-equity/dd-checklist","anthropics/financial-services","finance","尽调","B","60.6","80.0","W1","1","rewrite","4","2","3","4","3","4","3","3","1","0","5","3","3","4","4","pass","pass","pass","pass","artifact office_gen connector:pm","finance legal","E2","med","按行业与交易类型生成尽调清单并跟踪状态、负责人与红旗"
"fs/private-equity/value-creation-plan","anthropics/financial-services","finance","价值创造计划","B","60.6","94.0","W1","1","rewrite","4","2","3","1","5","3","3","4","2","0","5","4","5","4","4","pass","pass","pass","pass","upload office_gen","finance exec","E2","med","搭建投后价值创造计划：杠杆映射 EBITDA 桥、100 天计划与 KPI 责任矩阵"
"legal/employment-legal/expansion-kickoff","anthropics/claude-for-legal","legal","出海扩张","B","60.4","64.0","W2","1","reference","4","3","3","1","4","4","2","3","3","0","3","3","4","3","5","pass","pass","pass","pass","profile artifact","legal hr","E2","high","出海扩张入口命令：检查是否已有跟踪表后加载 international-expansion 完整流程并创建跟踪文件"
"dp/discovery-interview-prep","deanpeters/Product-Manager-Skills","research","客户研究","D","60.4","94.0","—","1","reject","3","1","3","3","3","4","4","5","3","1","5","4","5","3","3","fail","pass","pass","pass","artifact","research product","E2","high","客户发现访谈准备：定研究目标、访谈对象、约束与方法，生成含问题、偏差规避与成功标准的访谈计划"
"alir/c-level-agents/execute","alirezarezvani/claude-skills","ops","执行计划","B","60.4","68.0","W2","1","rewrite","4","3","4","2","3","4","2","4","1","1","3","3","5","4","3","pass","pass","pass","pass","artifact connector:pm connector:chat","ops exec","E2","med","把已批准决策拆成 90 天执行计划：工作流、DRI、周里程碑、节奏与风险登记"
"kwp/small-business/smb-onboard","anthropics/knowledge-work-plugins","other","档案访谈","B","60.4","58.0","W2","1","reference","2","4","4","0","3","3","3","4","4","1","3","2","4","5","5","pass","pass","pass","pass","profile artifact web","other","E2","med","引导店主接入前两个工具、跑一个见效示例、访谈业务并持久化业务档案与每周节奏"
"kwp/partner-built/common-room/call-prep","anthropics/knowledge-work-plugins#partner-built","sales","会前准备","B","60.3","36.0","W3","2","reference","3","3","3","4","2.5","2.5","3","4.5","4","1","1.5","1.5","3","2","3","pass","pass","pass","pass","connector:other connector:calendar web","sales","E2","med","结合账户、参会人与信号生成客户通话简报、谈话要点与异议预案"
"mkt/churn-prevention","coreyhaines31/marketingskills","marketing","流失挽留","B","60.2","76.0","W1","1","reference","3","3","3","2","3","2","4","4","2","3","5","3","2","4","4","pass","pass","pass","pass","artifact profile","marketing product support","E2","med","设计取消流程、按原因匹配挽留优惠、健康分预警与失败扣款催缴序列"
"legal/ip-legal/takedown","anthropics/claude-for-legal","legal","知识产权","C","60.2","52.0","—","1","reference","3","3","1","2","3","1","5","5","5","1","3","3","1","3","5","pass","pass","pass","pass","upload artifact profile","legal","E2","high","起草 DMCA 下架通知、分诊收到的下架通知或起草反通知，带合理使用与伪证闸门"
"fs/equity-research/morning-note","anthropics/financial-services","finance","晨报","B","60.2","84.0","W1","1","rewrite","4","2","3","5","2","4","3","3","1","0","5","3","4","4","4","pass","pass","pass","fixable","web artifact","finance research sales","E2","med","汇总隔夜动态、当日事件与交易想法，写 2 分钟可读的晨会纪要"
"fs/operations/kyc-doc-parse","anthropics/financial-services","finance","KYC 资料解析","B","60.2","86.0","W1","1","rewrite","3","1","3","4","3","2","3","4","5","1","5","4","3","4","4","pass","pass","pass","pass","upload","finance legal ops","E2","med","把投资人开户资料包解析为结构化 KYC 字段与文件清单并标注缺失过期"
"kwp/customer-support/ticket-triage","anthropics/knowledge-work-plugins","customer-support","工单分诊","B","60.2","64.0","W2","1","rewrite","4","2","3","5","1","2","3","4","2","1","3","3","4","5","5","pass","pass","pass","pass","connector:other connector:docs connector:pm","support","E2","med","对进线工单做分类、P1–P4 定级、查重与路由，并给初始回复"
"kwp/partner-built/brand-voice/brand-voice-enforcement","anthropics/knowledge-work-plugins#partner-built","marketing","品牌审查","B","60.2","82.0","W1","2","rewrite","3","3","4.5","4.5","2","3.5","2.5","3.5","2.5","1","5","3","3.5","2","3","pass","pass","pass","pass","upload profile subagent","marketing sales","E2","med","加载品牌规范，按“语气恒定、语调随场景”生成并解释符合品牌的内容"
"legal/litigation-legal/matter-close","anthropics/claude-for-legal","legal","事项管理","B","60.0","60.0","W2","1","reference","4","4","2","1","2","3","3","4","4","1","3","3","3","3","5","pass","pass","pass","pass","profile artifact","legal","E2","med","结案：记录结果、最终成本与经验教训，归档出活跃组合但不删除"
"fs/partner-built/spglobal/funding-digest","anthropics/financial-services","finance","融资动态周报","B","60.0","28.0","W3","1","reference","3","2","2","4","3","2","3","5","3","2","1","1","3","4","4","pass","pass","pass","pass","connector:other office_gen python","finance research","E2","med","按关注赛道拉取 CapIQ 融资轮次，生成一页交易流摘要 PPT"
"seo/seo","AgriciDaniel/claude-seo","seo","路由编排","C","60.0","24.0","—","1","reference","3","2","2","2","4","1","4","5","4","3","1","1","2","4","3","pass","pass","pass","fixable","web python browser subagent artifact office_gen","seo","E3","med","SEO 总入口：按命令路由 25 个子技能，全站审计时并行派发 19 个子 agent 并汇总健康分与行动计划"
"seo/seo-audit","AgriciDaniel/claude-seo","seo","SEO 审计","C","60.0","24.0","—","1","reference","3","2","2","2","4","1","4","5","4","3","1","1","2","4","3","pass","pass","pass","fixable","web python browser subagent artifact office_gen","seo","E3","med","全站 SEO 审计：渲染首页、爬取至 500 页、并行派发专项 agent、加权健康分并写出结构化 audit-data 与 PDF"
"alir/c-level-advisor/strategic-alignment","alirezarezvani/claude-skills","exec","OKR对齐","B","60.0","88.0","W1","1","rewrite","4","3","4","1","3","4","3","3","1","2","5","3","5","4","3","pass","pass","pass","pass","upload artifact python connector:pm","exec ops hr","E3","med","检查战略到个人的 OKR 级联：孤儿目标、冲突目标、覆盖缺口与筒仓"
"kwp/legal/vendor-check","anthropics/knowledge-work-plugins","legal","合同台账","B","60.0","59.0","W3","2","rewrite","3.5","2.5","3","3","2","3","2.5","4","2.5","1","2.5","3","4","5","5","pass","pass","pass","pass","connector:other connector:crm connector:email connector:docs connector:chat","legal ops","E2","med","跨 CLM/CRM/邮件/文档检索某供应商已签协议，出状态、缺口与到期提醒"
"alir/finance/financial-analyst","alirezarezvani/claude-skills","finance","财务模型","B","60.0","44.0","W3","1","rewrite","3","1","3","3","4","4","3","4","2","2","1","3","4","4","3","pass","pass","pass","fixable","python upload artifact office_gen","finance","E3","med","比率分析、DCF 估值、预算差异与滚动预测四件套，附脚本与报告模板"
"legal/legal-builder-hub/skill-installer","anthropics/claude-for-legal","legal","技能管理","B","59.9","39.0","W3","2","reference","2","3","2.5","1","2.5","2.5","5","5","5","1","1","1.5","5","3","5","pass","pass","pass","pass","web subagent profile","engineering ops legal","E3","med","安装社区技能：先查白名单与许可，展示原文，结构信任检查+QA，人工 yes 后才写入"
"legal/employment-legal/handbook-updates","anthropics/claude-for-legal","legal","制度文件","B","59.8","60.0","W2","1","rewrite","3","4","3","2","3","2","3","4","3","1","3","3","3","3","5","pass","pass","pass","pass","upload profile artifact connector:docs","legal hr","E2","med","对员工手册拟修改做差异比对，查找交叉引用、州补充条款影响与""承诺缩减""风险"
"legal/legal-clinic/supervisor-review-queue","anthropics/claude-for-legal","legal","事项管理","B","59.8","64.0","W2","1","reference","5","3","2","3","2","2","2","4","4","0","3","3","4","3","5","pass","pass","pass","pass","profile artifact","legal ops","E2","med","督导审核队列：学生产出待批，支持批准/改后批准/退回并全量记录与模式分析"
"seo/seo-content-brief","AgriciDaniel/claude-seo","seo","内容简报","B","59.8","86.0","W1","1","reference","3","2","3","3","3","2","4","5","3","1","5","4","3","4","3","pass","pass","pass","pass","web artifact","seo marketing","E2","med","生成竞争性 SEO 内容简报：竞品打分与三类缺口、分节字数与关键词放置、元标签、信息增益与 E-E-A-T 要求"
"alir/commercial/pricing-strategist","alirezarezvani/claude-skills","product","定价","B","59.8","44.0","W3","1","rewrite","3","2","3","1","4","3","4","4","3","2","1","3","4","4","3","pass","pass","pass","pass","python upload artifact","product marketing finance","E3","med","选定价模型、跑 Van Westendorp 支付意愿分析、设计好/更好/最好分层包装"
"fs/investment-banking/strip-profile","anthropics/financial-services","finance","公司速览","B","59.8","40.0","W3","1","reference","3","1","3","3","3","3","3","5","3","2","1","3","3","4","4","pass","pass","pass","pass","web python office_gen connector:other","finance","E2","med","逐页生成信息密集的投行公司简介（strip profile）幻灯片并逐页审批"
"fs/private-equity/deal-screening","anthropics/financial-services","finance","项目初筛","B","59.7","92.0","W1","2","rewrite","3","3","2.5","4.5","2.5","4","2.5","3","2","0.5","5","4","4.5","4","4","pass","pass","pass","pass","upload profile","finance","E2","med","按基金投资标准快速筛选 CIM/teaser，输出通过/否决与一页筛选备忘"
"mkt/marketing-council","coreyhaines31/marketingskills","marketing","专家评议","B","59.6","80.0","W1","1","reference","2","2","3","2","3","2","4","4","5","3","5","3","3","4","4","pass","pass","pass","fixable","web artifact profile subagent","marketing exec","E2","med","模拟 12 位营销大师组成顾问团，按各自框架给观点、绘制分歧图并由主席综合建议"
"alir/marketing-skill/copy-editing","alirezarezvani/claude-skills","marketing","文案","B","59.6","86.0","W1","1","rewrite","3","3","3","4","2","3","3","4","2","2","5","4","3","4","3","pass","pass","pass","pass","upload python","marketing sales","E2","med","七轮扫描法编辑营销文案：清晰、语气、So What、证据、具体、情绪、零风险"
"legal/corporate-legal/material-contract-schedule","anthropics/claude-for-legal","legal","交易文书","B","59.4","60.0","W2","1","rewrite","3","2","2","1","4","3","4","4","4","1","3","3","3","3","5","pass","pass","pass","pass","upload profile artifact office_gen","legal finance","E2","med","按收购协议对""重大合同""的定义从尽调结果生成披露附表，并另建同意事项跟踪表"
"evolsb/claude-legal-skill","evolsb/claude-legal-skill","legal","合同审阅","B","59.4","86.0","W1","1","rewrite","3","1","3","3","5","4","4","4","3","1","5","4","3","1","1","pass","pass","pass","pass","upload artifact","legal sales finance","E2","med","合同审阅：签前完整性检查、确认立场与议价力、红旗速查、分类型清单、市场基准、红线建议与谈判优先级"
